candidate,county,district,election_date,office,party,scope,state,votes
Nate Shinagawa,Seneca,23,2012-11-06,U.S. House,WOR,general,NY,532
Nate Shinagawa,Steuben,23,2012-11-06,U.S. House,WOR,general,NY,1424
Nate Shinagawa,Tompkins,23,2012-11-06,U.S. House,WOR,general,NY,3339
Nate Shinagawa,Yates,23,2012-11-06,U.S. House,WOR,general,NY,344
Nate Shinagawa,Ontario,23,2012-11-06,U.S. House,WOR,general,NY,611
Nate Shinagawa,Tioga,23,2012-11-06,U.S. House,WOR,general,NY,580
Nate Shinagawa,Total,23,2012-11-06,U.S. House,WOR,general,NY,12945
"Thomas W. Reed, II",Allegany,23,2012-11-06,U.S. House,IND,general,NY,317
"Thomas W. Reed, II",Cattaraugus,23,2012-11-06,U.S. House,IND,general,NY,725
"Thomas W. Reed, II",Chautauqua,23,2012-11-06,U.S. House,IND,general,NY,1418
"Thomas W. Reed, II",Chemung,23,2012-11-06,U.S. House,IND,general,NY,652
"Thomas W. Reed, II",Schuyler,23,2012-11-06,U.S. House,IND,general,NY,195
"Thomas W. Reed, II",Seneca,23,2012-11-06,U.S. House,IND,general,NY,264
"Thomas W. Reed, II",Steuben,23,2012-11-06,U.S. House,IND,general,NY,710
"Thomas W. Reed, II",Tompkins,23,2012-11-06,U.S. House,IND,general,NY,516
"Thomas W. Reed, II",Yates,23,2012-11-06,U.S. House,IND,general,NY,188
"Thomas W. Reed, II",Ontario,23,2012-11-06,U.S. House,IND,general,NY,380
"Thomas W. Reed, II",Tioga,23,2012-11-06,U.S. House,IND,general,NY,390
"Thomas W. Reed, II",Total,23,2012-11-06,U.S. House,IND,general,NY,5755
Blank,Allegany,23,2012-11-06,U.S. House,,general,NY,882
Blank,Cattaraugus,23,2012-11-06,U.S. House,,general,NY,2027
Blank,Chautauqua,23,2012-11-06,U.S. House,,general,NY,2547
Blank,Chemung,23,2012-11-06,U.S. House,,general,NY,970
Blank,Schuyler,23,2012-11-06,U.S. House,,general,NY,224
Blank,Seneca,23,2012-11-06,U.S. House,,general,NY,1185
Blank,Steuben,23,2012-11-06,U.S. House,,general,NY,1288
Blank,Tompkins,23,2012-11-06,U.S. House,,general,NY,1849
Blank,Yates,23,2012-11-06,U.S. House,,general,NY,490
Blank,Ontario,23,2012-11-06,U.S. House,,general,NY,1268
Blank,Tioga,23,2012-11-06,U.S. House,,general,NY,1333
Blank,Total,23,2012-11-06,U.S. House,,general,NY,14063
Void,Allegany,23,2012-11-06,U.S. House,,general,NY,4
Void,Cattaraugus,23,2012-11-06,U.S. House,,general,NY,0
Void,Chautauqua,23,2012-11-06,U.S. House,,general,NY,0
Void,Chemung,23,2012-11-06,U.S. House,,general,NY,0
Void,Schuyler,23,2012-11-06,U.S. House,,general,NY,0
Void,Seneca,23,2012-11-06,U.S. House,,general,NY,10
Void,Steuben,23,2012-11-06,U.S. House,,general,NY,32
Void,Tompkins,23,2012-11-06,U.S. House,,general,NY,0
Void,Yates,23,2012-11-06,U.S. House,,general,NY,6
Void,Ontario,23,2012-11-06,U.S. House,,general,NY,2
Void,Tioga,23,2012-11-06,U.S. House,,general,NY,1
Void,Total,23,2012-11-06,U.S. House,,general,NY,55
Scattering,Allegany,23,2012-11-06,U.S. House,,general,NY,8
Scattering,Cattaraugus,23,2012-11-06,U.S. House,,general,NY,4
Scattering,Chautauqua,23,2012-11-06,U.S. House,,general,NY,21
Scattering,Chemung,23,2012-11-06,U.S. House,,general,NY,0
Scattering,Schuyler,23,2012-11-06,U.S. House,,general,NY,3
Scattering,Seneca,23,2012-11-06,U.S. House,,general,NY,3
Scattering,Steuben,23,2012-11-06,U.S. House,,general,NY,19
Scattering,Tompkins,23,2012-11-06,U.S. House,,general,NY,0
Scattering,Yates,23,2012-11-06,U.S. House,,general,NY,8
Scattering,Ontario,23,2012-11-06,U.S. House,,general,NY,3
Scattering,Tioga,23,2012-11-06,U.S. House,,general,NY,9
Scattering,Total,23,2012-11-06,U.S. House,,general,NY,78
Total,Allegany,23,2012-11-06,U.S. House,,general,NY,17073
Total,Cattaraugus,23,2012-11-06,U.S. House,,general,NY,30111
Total,Chautauqua,23,2012-11-06,U.S. House,,general,NY,53183
Total,Chemung,23,2012-11-06,U.S. House,,general,NY,35203
Total,Schuyler,23,2012-11-06,U.S. House,,general,NY,8193
Total,Seneca,23,2012-11-06,U.S. House,,general,NY,13333
Total,Steuben,23,2012-11-06,U.S. House,,general,NY,38781
Total,Tompkins,23,2012-11-06,U.S. House,,general,NY,39936
Total,Yates,23,2012-11-06,U.S. House,,general,NY,9512
Total,Ontario,23,2012-11-06,U.S. House,,general,NY,17695
Total,Tioga,23,2012-11-06,U.S. House,,general,NY,16380
Total,Total,23,2012-11-06,U.S. House,,general,NY,279400
Daniel B. Maffei,Cayuga,24,2012-11-06,U.S. House,DEM,general,NY,12228
Daniel B. Maffei,Onondaga,24,2012-11-06,U.S. House,DEM,general,NY,98762
Daniel B. Maffei,Wayne,24,2012-11-06,U.S. House,DEM,general,NY,11819
Daniel B. Maffei,Oswego,24,2012-11-06,U.S. House,DEM,general,NY,11099
Daniel B. Maffei,Total,24,2012-11-06,U.S. House,DEM,general,NY,133908
Ann Marie Buerkle,Cayuga,24,2012-11-06,U.S. House,REP,general,NY,11486
Ann Marie Buerkle,Onondaga,24,2012-11-06,U.S. House,REP,general,NY,66565
Ann Marie Buerkle,Wayne,24,2012-11-06,U.S. House,REP,general,NY,18067
Ann Marie Buerkle,Oswego,24,2012-11-06,U.S. House,REP,general,NY,9466
Ann Marie Buerkle,Total,24,2012-11-06,U.S. House,REP,general,NY,105584
Ann Marie Buerkle,Cayuga,24,2012-11-06,U.S. House,CON,general,NY,1899
Ann Marie Buerkle,Onondaga,24,2012-11-06,U.S. House,CON,general,NY,9876
Ann Marie Buerkle,Wayne,24,2012-11-06,U.S. House,CON,general,NY,3233
Ann Marie Buerkle,Oswego,24,2012-11-06,U.S. House,CON,general,NY,1473
Ann Marie Buerkle,Total,24,2012-11-06,U.S. House,CON,general,NY,16481
Daniel B. Maffei,Cayuga,24,2012-11-06,U.S. House,WOR,general,NY,936
Daniel B. Maffei,Onondaga,24,2012-11-06,U.S. House,WOR,general,NY,6058
Daniel B. Maffei,Wayne,24,2012-11-06,U.S. House,WOR,general,NY,1178
Daniel B. Maffei,Oswego,24,2012-11-06,U.S. House,WOR,general,NY,964
Daniel B. Maffei,Total,24,2012-11-06,U.S. House,WOR,general,NY,9136
Ann Marie Buerkle,Cayuga,24,2012-11-06,U.S. House,IND,general,NY,455
Ann Marie Buerkle,Onondaga,24,2012-11-06,U.S. House,IND,general,NY,3269
Ann Marie Buerkle,Wayne,24,2012-11-06,U.S. House,IND,general,NY,757
Ann Marie Buerkle,Oswego,24,2012-11-06,U.S. House,IND,general,NY,508
Ann Marie Buerkle,Total,24,2012-11-06,U.S. House,IND,general,NY,4989
Ursula E. Rozum,Cayuga,24,2012-11-06,U.S. House,GRN,general,NY,2882
Ursula E. Rozum,Onondaga,24,2012-11-06,U.S. House,GRN,general,NY,16040
Ursula E. Rozum,Wayne,24,2012-11-06,U.S. House,GRN,general,NY,900
Ursula E. Rozum,Oswego,24,2012-11-06,U.S. House,GRN,general,NY,2848
Ursula E. Rozum,Total,24,2012-11-06,U.S. House,GRN,general,NY,22670
Blank,Cayuga,24,2012-11-06,U.S. House,,general,NY,1729
Blank,Onondaga,24,2012-11-06,U.S. House,,general,NY,5677
Blank,Wayne,24,2012-11-06,U.S. House,,general,NY,1791
Blank,Oswego,24,2012-11-06,U.S. House,,general,NY,1331
Blank,Total,24,2012-11-06,U.S. House,,general,NY,10528
Void,Cayuga,24,2012-11-06,U.S. House,,general,NY,0
Void,Onondaga,24,2012-11-06,U.S. House,,general,NY,0
Void,Wayne,24,2012-11-06,U.S. House,,general,NY,43
Void,Oswego,24,2012-11-06,U.S. House,,general,NY,8
Void,Total,24,2012-11-06,U.S. House,,general,NY,51
Scattering,Cayuga,24,2012-11-06,U.S. House,,general,NY,16
Scattering,Onondaga,24,2012-11-06,U.S. House,,general,NY,169
Scattering,Wayne,24,2012-11-06,U.S. House,,general,NY,14
Scattering,Oswego,24,2012-11-06,U.S. House,,general,NY,21
Scattering,Total,24,2012-11-06,U.S. House,,general,NY,220
Total,Cayuga,24,2012-11-06,U.S. House,,general,NY,31631
Total,Onondaga,24,2012-11-06,U.S. House,,general,NY,206416
Total,Wayne,24,2012-11-06,U.S. House,,general,NY,37802
Total,Oswego,24,2012-11-06,U.S. House,,general,NY,27718
Total,Total,24,2012-11-06,U.S. House,,general,NY,303567
Louise M. Slaughter,Monroe,25,2012-11-06,U.S. House,DEM,general,NY,168761
Maggie Brooks,Monroe,25,2012-11-06,U.S. House,REP,general,NY,109292
Maggie Brooks,Monroe,25,2012-11-06,U.S. House,CON,general,NY,18543
Louise M. Slaughter,Monroe,25,2012-11-06,U.S. House,WOR,general,NY,11049
Maggie Brooks,Monroe,25,2012-11-06,U.S. House,IND,general,NY,5554
Blank,Monroe,25,2012-11-06,U.S. House,,general,NY,7976
Void,Monroe,25,2012-11-06,U.S. House,,general,NY,1332
Scattering,Monroe,25,2012-11-06,U.S. House,,general,NY,253
Total,Monroe,25,2012-11-06,U.S. House,,general,NY,322760
Brian Higgins,Erie,26,2012-11-06,U.S. House,DEM,general,NY,177754
Brian Higgins,Niagara,26,2012-11-06,U.S. House,DEM,general,NY,17480
Brian Higgins,Total,26,2012-11-06,U.S. House,DEM,general,NY,195234
Michael H. Madigan,Erie,26,2012-11-06,U.S. House,REP,general,NY,50444
Michael H. Madigan,Niagara,26,2012-11-06,U.S. House,REP,general,NY,6924
Michael H. Madigan,Total,26,2012-11-06,U.S. House,REP,general,NY,57368
Michael H. Madigan,Erie,26,2012-11-06,U.S. House,CON,general,NY,8950
Michael H. Madigan,Niagara,26,2012-11-06,U.S. House,CON,general,NY,1293
Michael H. Madigan,Total,26,2012-11-06,U.S. House,CON,general,NY,10243
Brian Higgins,Erie,26,2012-11-06,U.S. House,WOR,general,NY,15756
Brian Higgins,Niagara,26,2012-11-06,U.S. House,WOR,general,NY,1598
Brian Higgins,Total,26,2012-11-06,U.S. House,WOR,general,NY,17354
Michael H. Madigan,Erie,26,2012-11-06,U.S. House,IND,general,NY,3537
Michael H. Madigan,Niagara,26,2012-11-06,U.S. House,IND,general,NY,518
Michael H. Madigan,Total,26,2012-11-06,U.S. House,IND,general,NY,4055
Blank,Erie,26,2012-11-06,U.S. House,,general,NY,17990
Blank,Niagara,26,2012-11-06,U.S. House,,general,NY,2700
Blank,Total,26,2012-11-06,U.S. House,,general,NY,20690
Void,Erie,26,2012-11-06,U.S. House,,general,NY,0
Void,Niagara,26,2012-11-06,U.S. House,,general,NY,0
Void,Total,26,2012-11-06,U.S. House,,general,NY,0
Scattering,Erie,26,2012-11-06,U.S. House,,general,NY,0
Scattering,Niagara,26,2012-11-06,U.S. House,,general,NY,17
Scattering,Total,26,2012-11-06,U.S. House,,general,NY,17
Total,Erie,26,2012-11-06,U.S. House,,general,NY,274431
Total,Niagara,26,2012-11-06,U.S. House,,general,NY,30530
Total,Total,26,2012-11-06,U.S. House,,general,NY,304961
Kathy C. Hochul,Genesee,27,2012-11-06,U.S. House,DEM,general,NY,10256
Kathy C. Hochul,Livingston,27,2012-11-06,U.S. House,DEM,general,NY,11680
Kathy C. Hochul,Orleans,27,2012-11-06,U.S. House,DEM,general,NY,5883
Kathy C. Hochul,Wyoming,27,2012-11-06,U.S. House,DEM,general,NY,6223
Kathy C. Hochul,Erie,27,2012-11-06,U.S. House,DEM,general,NY,61212
Kathy C. Hochul,Monroe,27,2012-11-06,U.S. House,DEM,general,NY,5680
Kathy C. Hochul,Niagara,27,2012-11-06,U.S. House,DEM,general,NY,25840
Kathy C. Hochul,Ontario,27,2012-11-06,U.S. House,DEM,general,NY,13234
Kathy C. Hochul,Total,27,2012-11-06,U.S. House,DEM,general,NY,140008
Chris Collins,Genesee,27,2012-11-06,U.S. House,REP,general,NY,10375
Chris Collins,Livingston,27,2012-11-06,U.S. House,REP,general,NY,10544
Chris Collins,Orleans,27,2012-11-06,U.S. House,REP,general,NY,6310
Chris Collins,Wyoming,27,2012-11-06,U.S. House,REP,general,NY,7527
Chris Collins,Erie,27,2012-11-06,U.S. House,REP,general,NY,60547
Chris Collins,Monroe,27,2012-11-06,U.S. House,REP,general,NY,5415
Chris Collins,Niagara,27,2012-11-06,U.S. House,REP,general,NY,24416
Chris Collins,Ontario,27,2012-11-06,U.S. House,REP,general,NY,12116
Chris Collins,Total,27,2012-11-06,U.S. House,REP,general,NY,137250
Chris Collins,Genesee,27,2012-11-06,U.S. House,CON,general,NY,1824
Chris Collins,Livingston,27,2012-11-06,U.S. House,CON,general,NY,1900
Chris Collins,Orleans,27,2012-11-06,U.S. House,CON,general,NY,1035
Chris Collins,Wyoming,27,2012-11-06,U.S. House,CON,general,NY,1177
Chris Collins,Erie,27,2012-11-06,U.S. House,CON,general,NY,10761
Chris Collins,Monroe,27,2012-11-06,U.S. House,CON,general,NY,1224
Chris Collins,Niagara,27,2012-11-06,U.S. House,CON,general,NY,3906
Chris Collins,Ontario,27,2012-11-06,U.S. House,CON,general,NY,2143
Chris Collins,Total,27,2012-11-06,U.S. House,CON,general,NY,23970
Kathy C. Hochul,Genesee,27,2012-11-06,U.S. House,WOR,general,NY,1282
Kathy C. Hochul,Livingston,27,2012-11-06,U.S. House,WOR,general,NY,1269
Kathy C. Hochul,Orleans,27,2012-11-06,U.S. House,WOR,general,NY,767
Kathy C. Hochul,Wyoming,27,2012-11-06,U.S. House,WOR,general,NY,845
Kathy C. Hochul,Erie,27,2012-11-06,U.S. House,WOR,general,NY,7140
Kathy C. Hochul,Monroe,27,2012-11-06,U.S. House,WOR,general,NY,628
Kathy C. Hochul,Niagara,27,2012-11-06,U.S. House,WOR,general,NY,2968
Kathy C. Hochul,Ontario,27,2012-11-06,U.S. House,WOR,general,NY,1312
Kathy C. Hochul,Total,27,2012-11-06,U.S. House,WOR,general,NY,16211
Blank,Genesee,27,2012-11-06,U.S. House,,general,NY,1198
Blank,Livingston,27,2012-11-06,U.S. House,,general,NY,1666
Blank,Orleans,27,2012-11-06,U.S. House,,general,NY,789
Blank,Wyoming,27,2012-11-06,U.S. House,,general,NY,634
Blank,Erie,27,2012-11-06,U.S. House,,general,NY,3333
Blank,Monroe,27,2012-11-06,U.S. House,,general,NY,629
Blank,Niagara,27,2012-11-06,U.S. House,,general,NY,2121
Blank,Ontario,27,2012-11-06,U.S. House,,general,NY,1762
Blank,Total,27,2012-11-06,U.S. House,,general,NY,12132
Void,Genesee,27,2012-11-06,U.S. House,,general,NY,9
Void,Livingston,27,2012-11-06,U.S. House,,general,NY,8
Void,Orleans,27,2012-11-06,U.S. House,,general,NY,14
Void,Wyoming,27,2012-11-06,U.S. House,,general,NY,2
Void,Erie,27,2012-11-06,U.S. House,,general,NY,0
Void,Monroe,27,2012-11-06,U.S. House,,general,NY,65
Void,Niagara,27,2012-11-06,U.S. House,,general,NY,0
Void,Ontario,27,2012-11-06,U.S. House,,general,NY,4
Void,Total,27,2012-11-06,U.S. House,,general,NY,102
Scattering,Genesee,27,2012-11-06,U.S. House,,general,NY,19
Scattering,Livingston,27,2012-11-06,U.S. House,,general,NY,7
Scattering,Orleans,27,2012-11-06,U.S. House,,general,NY,2
Scattering,Wyoming,27,2012-11-06,U.S. House,,general,NY,8
Scattering,Erie,27,2012-11-06,U.S. House,,general,NY,0
Scattering,Monroe,27,2012-11-06,U.S. House,,general,NY,10
Scattering,Niagara,27,2012-11-06,U.S. House,,general,NY,36
Scattering,Ontario,27,2012-11-06,U.S. House,,general,NY,13
Scattering,Total,27,2012-11-06,U.S. House,,general,NY,95
Total,Genesee,27,2012-11-06,U.S. House,,general,NY,24963
Total,Livingston,27,2012-11-06,U.S. House,,general,NY,27074
Total,Orleans,27,2012-11-06,U.S. House,,general,NY,14800
Total,Wyoming,27,2012-11-06,U.S. House,,general,NY,16416
Total,Erie,27,2012-11-06,U.S. House,,general,NY,142993
Total,Monroe,27,2012-11-06,U.S. House,,general,NY,13651
Total,Niagara,27,2012-11-06,U.S. House,,general,NY,59287
Total,Ontario,27,2012-11-06,U.S. House,,general,NY,30584
Total,Total,27,2012-11-06,U.S. House,,general,NY,329768
